WBC,2603_507022,2588_501969,2573_668885,2559_004831,2544_506934,2530_172385,2515_99844,2501_982414,2488_121682,2474_413679,2460_855893,2447_445869,2434_181205,2421_059549,2408_078601,2395_23611,2382_529873,2369_957732,2357_517576,2345_207338,2333_024993,2320_968557,2309_03609,2297_225689,2285_535489,2273_963667,2262_508432,2251_168031,2239_940747,2228_824895,2217_818825,2206_920917,2196_129586,2185_443276,2174_860461,2164_379645,2153_999359,2143_718166,2133_534652,2123_447432,2113_455147,2103_556462,2093_750069,2084_034683,2074_409043,2064_871912,2055_422073,2046_058334,2036_779523,2027_584491,2018_472107,2009_441263,2000_490869,1991_619854,1982_827168,1974_111777,1965_472667,1956_90884,1948_419317,1940_003134,1931_659347,1923_387023,1915_18525,1907_053129,1898_989776,1890_994322,1883_065913,1875_20371,1867_406887,1859_674631,1852_006145,1844_400641,1836_857348,1829_375506,1821_954366,1814_593192,1807_291262,1800_047862,1792_862291,1785_73386,1778_66189,1771_645713,1764_684671,1757_778116,1750_925412,1744_125931,1737_379056,1730_684178,1724_040698,1717_448027,1710_905585,1704_412798,1697_969105,1691_573951,1685_226788,1678_927079,1672_674295,1666_467911,1660_307414,1654_192297,1648_12206,1642_096211,1636_114265,1630_175743,1624_280176,1618_427097,1612_61605,1606_846583,1601_118252,1595_430619,1589_78325,1584_175721,1578_607611,1573_078506,1567_587997,1562_135681,1556_721163,1551_344049,1546_003954,1540_700496,1535_433301,1530_201996,1525_006217,1519_845603,1514_719799,1509_628452,1504_571218,1499_547754,1494_557722,1489_600791,1484_676633,1479_784922,1474_92534,1470_097571,1465_301304,1460_536231,1455_802049,1451_098459,1446_425165,1441_781875,1437_168301,1432_584159,1428_029169,1423_503052,1419_005535,1414_536349,1410_095225,1405_681902,1401_296118,1396_937616,1392_606143,1388_301449,1384_023285,1379_771406,1375_545573,1371_345545,1367_171087,1363_021967,1358_897955,1354_798823,1350_724346,1346_674304,1342_648476,1338_646647,1334_668602,1330_71413,1326_783023,1322_875072,1318_990076,1315_127831,1311_288139,1307_470803,1303_675628,1299_902422,1296_150993
0.73,9.161756898,9.012977098,8.959892346,8.999200073,9.041742183,9.037244163,9.050270597,9.171058112,9.387875242,9.604372422,9.784384265,10.00187771,10.30481824,10.60260225,10.76776162,10.82299827,10.9296226,11.17370058,11.44814045,11.60847379,11.68574626,11.83773625,12.10435931,12.33179742,12.39523867,12.39058169,12.48057112,12.59415862,12.44420161,11.90702369,11.26378308,10.97098413,11.20856926,11.73148257,12.20307535,12.55405895,12.93036381,13.38209195,13.74455533,13.85860703,13.78425602,13.71275644,13.73153245,13.75803155,13.69636004,13.57152818,13.47074581,13.40955322,13.31846276,13.14978481,12.93715035,12.73577928,12.54860605,12.34076607,12.10519269,11.88011591,11.70333278,11.56874543,11.42628584,11.2154207,10.91955327,10.6274343,10.54244391,10.86477428,11.6000076,12.51116243,13.30317045,13.83509829,14.15396178,14.36463045,14.50562376,14.5637652,14.56251117,14.57253357,14.63043297,14.6948301,14.71223041,14.69483108,14.70080475,14.75453377,14.82244951,14.86857427,14.89782565,14.93044633,14.96379308,14.9859629,15.00874506,15.05502689,15.11794478,15.1636042,15.17988193,15.19337319,15.22541047,15.25767107,15.26526599,15.26264261,15.28190455,15.31403589,15.31281988,15.26769908,15.23424092,15.26632944,15.3420479,15.39354091,15.39873605,15.39845474,15.42106416,15.43618579,15.40947481,15.36935906,15.37522797,15.43222992,15.48256971,15.4848306,15.46224392,15.45662906,15.46868354,15.47533114,15.4804315,15.50313029,15.52459416,15.49890211,15.42739649,15.37629715,15.39322188,15.43442653,15.42374258,15.36247075,15.31900603,15.31564068,15.28675853,15.18465397,15.0728462,15.0513353,15.11566466,15.15846492,15.11902277,15.05756642,15.04805057,15.05508509,14.97827187,14.7909433,14.55678021,14.327349,14.11399058,13.97295692,14.02148858,14.2898174,14.6129471,14.79050538,14.83765569,14.96510983,15.29776377,15.70412095,15.97491183,16.09093551,16.19495068,16.3470583,16.44945504,16.4373401,16.41913648,16.53395218,16.7308753,16.81883919,16.72924283,16.60594168,16.60386704,16.70613823,16.81368225,16.90307618,16.99417268,17.03856865,16.97124975,16.86720673,16.90487042
1.73,26.95654741,26.6899392,26.68772708,26.98628933,27.32386628,27.52178168,27.74407274,28.25645679,29.04092724,29.82815093,30.51402824,31.3076496,32.33563539,33.31813999,33.87820746,34.09677053,34.47108239,35.26920003,36.16761684,36.70626023,36.93287434,37.29876189,37.97366272,38.60403044,38.88369562,39.04280111,39.42803117,39.75221676,39.24197928,37.68166062,35.95273242,35.28657052,36.04762864,37.47777121,38.71060119,39.67526528,40.80367123,42.14446502,43.15595881,43.42087333,43.18781135,43.01528775,43.10444666,43.19644079,43.05263939,42.77387398,42.57885736,42.46422424,42.23924906,41.81777874,41.30597598,40.8092155,40.29678742,39.70138264,39.05169964,38.43706463,37.90240685,37.43324705,36.9750873,36.39924087,35.55467476,34.54620445,33.97370088,34.63367929,36.73520437,39.53242662,41.93249652,43.37875461,44.08620573,44.53710933,44.90547148,45.0660779,45.00107219,44.93201457,45.02349005,45.16149369,45.16105366,45.06247253,45.06458898,45.21717911,45.35132272,45.34750013,45.31301669,45.40328822,45.57723774,45.66753033,45.643102,45.64653777,45.75587687,45.8555413,45.82389482,45.73378615,45.74624198,45.85838295,45.90314802,45.80528477,45.69342709,45.70419281,45.78387638,45.78928942,45.71223199,45.67078647,45.70276143,45.70480209,45.61711754,45.54309279,45.59208688,45.68845468,45.66495597,45.51697072,45.42366996,45.48816104,45.58078666,45.52185525,45.3356164,45.20874306,45.22813241,45.28698373,45.26541816,45.18786594,45.14071913,45.11593441,45.03757453,44.90516846,44.8057837,44.77346382,44.72767586,44.59497551,44.41682915,44.28000514,44.18824857,44.07819141,43.93662655,43.81927462,43.7545158,43.69958351,43.61349461,43.50166811,43.35678697,43.12939384,42.80635518,42.44665092,42.06482718,41.56083482,40.90935153,40.386011,40.39385011,40.96343224,41.59575973,41.80738733,41.73173069,41.9522125,42.74941379,43.74139711,44.3981771,44.66760665,44.86868699,45.13797395,45.28956013,45.24587967,45.26440641,45.5492212,45.86367219,45.81894797,45.45991377,45.24088849,45.40770706,45.68963634,45.75041246,45.68606334,45.80512923,46.07247625,46.13594314,45.91851164,45.78035673
1,23.81062575,23.5956475,23.60882201,23.88200348,24.1788734,24.34492783,24.54072919,25.01351753,25.74156741,26.47038345,27.10398883,27.83992623,28.79556015,29.70758943,30.22822124,30.44556746,30.83431966,31.63733606,32.52826325,33.0616755,33.2963501,33.68427493,34.39169376,35.05556997,35.34856915,35.48157007,35.81283462,36.10112575,35.6107909,34.11256724,32.43586188,31.77594845,32.50815308,33.90480279,35.10491517,36.01852309,37.07439705,38.35373364,39.34940419,39.63850592,39.43192242,39.26119996,39.33189366,39.40009827,39.22727752,38.90508406,38.65399256,38.48536776,38.21900621,37.76596298,37.22778333,36.71362468,36.19769379,35.60896142,34.96792521,34.35956833,33.82522433,33.3434635,32.86335816,32.28667858,31.50043875,30.60415427,30.12923181,30.79877487,32.82983561,35.56919957,38.00406928,39.56293479,40.37522677,40.86481575,41.23144037,41.41080213,41.40067241,41.38431575,41.49401534,41.62943561,41.63638558,41.55908068,41.57670473,41.73153864,41.87034252,41.88517934,41.87279492,41.97559943,42.16022785,42.27550627,42.28684362,42.31576964,42.43346967,42.54303616,42.5371025,42.47243561,42.48314255,42.57000464,42.60175667,42.52594231,42.45323764,42.48632375,42.56232326,42.55545578,42.46995075,42.42041985,42.44566746,42.45828969,42.40544426,42.36522109,42.41345981,42.47904892,42.43646263,42.30504462,42.23682754,42.29834638,42.37650022,42.34977938,42.25852067,42.21717505,42.22216851,42.16938179,42.04380495,41.96540308,42.0029653,42.04745757,41.96469391,41.79846672,41.7088934,41.72812338,41.70313988,41.52198445,41.28065903,41.14793848,41.12759441,41.06523725,40.87683793,40.65489674,40.53088811,40.51614978,40.52095948,40.46201976,40.29239043,39.98842011,39.58072956,39.153237,38.73636354,38.25136055,37.67903168,37.26315461,37.35895264,37.97737413,38.63879329,38.88315089,38.83707335,39.05768078,39.81694297,40.75823173,41.38807175,41.67478736,41.93269305,42.26937118,42.46109411,42.40277819,42.35198008,42.55408929,42.83987824,42.87560486,42.71360416,42.74485611,43.09557873,43.38926464,43.28107593,42.98944676,42.99193616,43.31712649,43.52507472,43.40300041,43.27013818
0.83,17.82706078,17.87370849,18.06622309,18.42073086,18.74970072,18.92730556,19.09159632,19.46641084,20.05403569,20.64806723,21.15643484,21.73915222,22.51271191,23.2821241,23.75668976,23.98010443,24.321393,24.98234251,25.71486441,26.17740584,26.43316496,26.84648109,27.52038955,28.12075821,28.37897994,28.50863811,28.83018677,29.10756685,28.66679162,27.30474677,25.77886043,25.1685937,25.80702763,27.04239509,28.11338427,28.95281669,29.95261773,31.18053728,32.16601222,32.50909997,32.38083503,32.25365486,32.32714547,32.40831427,32.29827248,32.06719349,31.88295073,31.7365539,31.47736381,31.05581589,30.58219594,30.14726377,29.70681359,29.18630397,28.61441694,28.08597093,27.64194999,27.24394073,26.82384902,26.29810231,25.59998787,24.84665667,24.49246394,25.12197379,26.89782596,29.2764952,31.41810394,32.84295625,33.64327893,34.14391661,34.49306435,34.65033809,34.64591553,34.64928524,34.75747265,34.86585142,34.84599245,34.7571153,34.7699129,34.92370983,35.08153001,35.14006921,35.16715245,35.27438787,35.44076534,35.55693738,35.59702185,35.63797632,35.71458189,35.76355099,35.75039333,35.75381851,35.84740787,35.95942124,35.95742875,35.85044958,35.79208714,35.86490661,35.96078525,35.9434121,35.84776685,35.81524391,35.87494126,35.9079012,35.84359065,35.77279031,35.80201878,35.88298828,35.88563023,35.80246255,35.76189887,35.83023787,35.90836807,35.8765813,35.76366554,35.68956387,35.68670487,35.67537371,35.60507535,35.52672956,35.49372553,35.47392895,35.42082597,35.36321793,35.3484717,35.33243692,35.22284026,35.0341059,34.8956034,34.87011711,34.84639538,34.6925913,34.45562929,34.30238838,34.2870075,34.27979365,34.15600464,33.95346355,33.78015039,33.64894068,33.481869,33.21723658,32.81449275,32.21918396,31.48866187,30.94679084,30.99992877,31.65704501,32.37056451,32.58097157,32.38464796,32.43752729,33.15373286,34.2148535,35.00519863,35.34020209,35.54182766,35.88054929,36.23967141,36.4135537,36.46996892,36.60018164,36.75723668,36.72758163,36.52650114,36.46465818,36.72545367,37.0744136,37.19243949,37.12545533,37.16815222,37.37678851,37.4803454,37.33875805,37.19822106
0.89,18.45110317,18.48742377,18.6945179,19.04543607,19.33500059,19.46240095,19.60478537,19.9942426,20.60557173,21.20550542,21.70652424,22.29044247,23.07617954,23.84512128,24.28869107,24.46591179,24.77964615,25.44605361,26.19701464,26.65963553,26.88709448,27.26089034,27.9066821,28.49687467,28.75186114,28.87137188,29.172339,29.42656382,28.97008822,27.60163785,26.0707671,25.44708061,26.06089118,27.2672067,28.31354096,29.13476017,30.11853745,31.32959904,32.30011981,32.63438776,32.50354185,32.37719866,32.45347265,32.54025632,32.43888,32.21722996,32.04118616,31.90246801,31.65128198,31.23586153,30.76348944,30.3257772,29.88259579,29.36068194,28.78479992,28.24744115,27.79613312,27.40360973,27.00465772,26.50477587,25.82276968,25.07231352,24.71761627,25.35511785,27.14852423,29.54416349,31.69135829,33.10559709,33.88176828,34.35510987,34.68609041,34.8378283,34.83139913,34.8245493,34.91545083,35.01436415,35.00292563,34.93086699,34.94987925,35.09518064,35.24663537,35.31539041,35.35857289,35.46169689,35.59516932,35.67210091,35.69618429,35.75011679,35.84910561,35.91132567,35.90202225,35.9072858,36.00008436,36.10333576,36.08813342,35.97368901,35.91321984,35.97453572,36.041242,35.9937046,35.8944591,35.89144725,35.9891059,36.03619905,35.95348703,35.85006643,35.85414565,35.92505658,35.9285009,35.8494124,35.80825272,35.86315129,35.91588869,35.86621353,35.76983462,35.75397619,35.82223802,35.84978884,35.76547046,35.64085076,35.56903742,35.53659115,35.47977939,35.40433284,35.36274526,35.33679972,35.24080723,35.0554392,34.87038081,34.76029783,34.68131,34.55274527,34.39347203,34.29349717,34.2747794,34.26481211,34.21428679,34.1452105,34.05275265,33.85834199,33.52270889,33.12134865,32.71236314,32.21300463,31.57082422,31.03186039,31.01228638,31.58430745,32.2605249,32.50778395,32.40820567,32.57053261,33.35283521,34.41171245,35.15999432,35.46252954,35.65681729,35.98407848,36.29687027,36.3964262,36.3844617,36.47841631,36.63446454,36.63649164,36.50089542,36.52104794,36.83545387,37.17058913,37.22005421,37.08437753,37.09874551,37.31474856,37.43218067,37.29616572,37.15623891
1.95,15.25455651,15.3186117,15.43495061,15.61605245,15.77577436,15.85278752,15.91478083,16.08393535,16.38343112,16.71923193,17.02127651,17.3330611,17.70588451,18.0717733,18.31239398,18.4381945,18.59891545,18.88314027,19.19092226,19.37621142,19.46218929,19.60687206,19.86324002,20.09303075,20.17534706,20.19364957,20.28740811,20.36571985,20.14464961,19.53306323,18.85547408,18.59036527,18.90216863,19.51205674,20.06137866,20.47495604,20.89208398,21.35152723,21.69240476,21.78271305,21.70643056,21.64874165,21.67205894,21.68774008,21.62527792,21.5312664,21.47598236,21.43633444,21.332116,21.14747128,20.94870255,20.7851027,20.62951001,20.43579939,20.2127169,20.00679941,19.83652435,19.67692882,19.49577963,19.27463363,19.01389676,18.77384723,18.71685699,19.0300721,19.73207239,20.58948444,21.2922793,21.70175577,21.90457297,22.04709553,22.1657037,22.21016336,22.18074464,22.16005661,22.20413053,22.26805719,22.28066055,22.2489541,22.24039465,22.28356084,22.33931499,22.37383064,22.40710216,22.46521588,22.52569298,22.55128714,22.55508072,22.58441095,22.64445553,22.68706597,22.689032,22.69471922,22.75061361,22.82787031,22.85741577,22.82800403,22.79596867,22.79869015,22.80771233,22.790807,22.77645879,22.80972483,22.86953332,22.88766481,22.85110682,22.82596456,22.85932319,22.90888163,22.91155147,22.88831541,22.91781066,23.01238483,23.08696919,23.0725585,23.00894911,22.98279021,23.00815518,23.02825928,23.01933093,23.02405588,23.06601464,23.09257948,23.0509598,22.98026003,22.96883685,23.02862338,23.07446137,23.04690468,22.99358764,22.99121011,23.03053859,23.03921644,22.99890788,22.96987902,22.98991846,23.00808823,22.96197842,22.87718015,22.83337935,22.85243167,22.87289807,22.83433197,22.73177303,22.57910143,22.38574317,22.20718615,22.1623881,22.32240427,22.5871601,22.75747998,22.75654115,22.71722969,22.81784684,23.07934361,23.37875549,23.61690765,23.79418727,23.93464491,24.01052276,23.9885451,23.90811267,23.8488374,23.84164992,23.86747205,23.92384181,24.02794079,24.15776513,24.26364181,24.35050139,24.48373695,24.66980811,24.78611737,24.7366824,24.61815142,24.61123537
1.48,16.08484249,16.08498032,16.19069716,16.38389624,16.54706822,16.61840169,16.68826783,16.8852211,17.20897002,17.54459473,17.83678932,18.16234068,18.57853733,18.9865578,19.23974824,19.35739075,19.51867472,19.82090335,20.14482599,20.3312395,20.42020862,20.5934621,20.89642954,21.15368098,21.22059186,21.1989446,21.26434702,21.3344653,21.09739932,20.43572344,19.68683791,19.37437071,19.6976971,20.36990792,20.99345329,21.4638317,21.92190808,22.42226285,22.80303294,22.91026969,22.81439538,22.71854508,22.71937022,22.73903792,22.68096045,22.56400897,22.46849061,22.40967906,22.32396392,22.16586844,21.96293865,21.76537445,21.58132134,21.38281696,21.15492406,20.91676861,20.70058449,20.52009032,20.34855325,20.12394031,19.81026331,19.49438829,19.40571762,19.76231184,20.54492311,21.46595151,22.20587862,22.65140216,22.89698468,23.06464588,23.17602047,23.20695461,23.19397978,23.2157519,23.28622901,23.33456265,23.31204921,23.26596572,23.27390739,23.34085815,23.40762714,23.44495654,23.48321181,23.54273611,23.58886495,23.58974562,23.57954512,23.6153666,23.68839778,23.73223441,23.72310925,23.71686441,23.76311145,23.82693413,23.84330912,23.82000091,23.82440149,23.87426602,23.90443905,23.87022819,23.82742423,23.85760216,23.94484064,23.98956383,23.94860378,23.89452333,23.907807,23.96512841,23.98528304,23.95739398,23.95446897,24.01630238,24.08447031,24.08708808,24.0449434,24.04129973,24.10291774,24.16621036,24.16520047,24.10887378,24.05278766,24.02627039,24.02047829,24.02605554,24.04195239,24.05359007,24.04136852,24.01564892,24.00897656,24.02198101,24.01175872,23.96085064,23.92187686,23.95333231,24.02905124,24.05972648,24.01211506,23.94904696,23.92684835,23.90761141,23.81761868,23.65533462,23.47726454,23.29782603,23.08928537,22.89928675,22.87217728,23.07400852,23.35459883,23.49412225,23.48257074,23.5466644,23.85679272,24.29669837,24.61040203,24.71969848,24.78442434,24.95062872,25.15764702,25.25250609,25.20666132,25.13175363,25.11287593,25.13174013,25.16060329,25.22455012,25.32835259,25.39968688,25.3923679,25.39433509,25.52176304,25.72810174,25.83175972,25.75751115,25.65154763
0.72,8.561673936,8.499256146,8.506557271,8.577233025,8.643192325,8.659672507,8.669424131,8.747986472,8.903737123,9.071337252,9.20781168,9.35018852,9.542752862,9.74893738,9.889677925,9.958395636,10.03851966,10.18854675,10.36113476,10.47881008,10.55629141,10.68026875,10.87005351,11.0301407,11.07945591,11.06854811,11.09308511,11.11591555,10.97561959,10.61054224,10.20328194,10.04117429,10.23738548,10.63524845,11.00982508,11.29414282,11.56249523,11.85180327,12.0827533,12.17192973,12.14857643,12.11329195,12.11683334,12.12359235,12.08737091,12.0160026,11.94427135,11.87633832,11.78579914,11.66183652,11.52523874,11.39626403,11.26818618,11.12264016,10.95917606,10.79924631,10.66696439,10.56865567,10.47921593,10.34580845,10.13248078,9.894019194,9.798496392,10.02161776,10.57548487,11.26686821,11.85507991,12.23345019,12.45465356,12.61264688,12.73535475,12.80068655,12.81403713,12.82150698,12.85093102,12.88099017,12.88708832,12.88794259,12.92064141,12.98522331,13.04390982,13.07427412,13.09495694,13.13091731,13.17700399,13.21340373,13.2397879,13.27015393,13.30251634,13.32162476,13.33300883,13.36602235,13.43003854,13.48882271,13.50345635,13.486851,13.48672233,13.52013369,13.55415657,13.5605982,13.55925921,13.58397172,13.6273229,13.65107081,13.64582997,13.64400515,13.66592773,13.6868817,13.68227751,13.68046349,13.72988903,13.82131118,13.88293406,13.86727146,13.81393065,13.79784089,13.8360134,13.88171415,13.89991161,13.90949023,13.93783517,13.96614406,13.95518841,13.90782899,13.87170445,13.87764952,13.90205252,13.90580592,13.88303099,13.85226066,13.81833548,13.77021235,13.71729851,13.69470065,13.72062813,13.76903299,13.79606507,13.78326847,13.7387121,13.67051644,13.58350121,13.49073694,13.40004297,13.29059547,13.14353724,13.00536146,12.97907234,13.12247866,13.35836033,13.53303496,13.58860201,13.62330628,13.76009043,14.00194909,14.24756829,14.42375891,14.54859613,14.66700213,14.78239345,14.87090039,14.93442654,14.98773872,14.9995195,14.92668676,14.80616926,14.75982891,14.86892506,15.05633254,15.17102077,15.16813499,15.14325127,15.18452429,15.25021979,15.25270701,15.20099935
0.58,8.559084734,8.445538079,8.397996731,8.421328667,8.451647107,8.439539057,8.417464492,8.456924994,8.575098769,8.718220137,8.840529815,8.961503175,9.114108863,9.272962686,9.381961419,9.443522801,9.526302506,9.66660661,9.808594029,9.883005652,9.917241882,10.00547495,10.1693069,10.31184146,10.34615394,10.31739007,10.32613106,10.35110623,10.24208946,9.927464411,9.562719485,9.411580908,9.582965855,9.932826457,10.25161228,10.48285951,10.70766808,10.96449259,11.1665162,11.21996962,11.15483433,11.08644027,11.07838137,11.09019438,11.05981267,10.98834726,10.91865818,10.86253841,10.78805943,10.67500314,10.54627496,10.43151831,10.32325804,10.19015221,10.02583432,9.864536025,9.744997181,9.667423587,9.587933244,9.454359504,9.257850446,9.068838031,9.02278133,9.234406214,9.692717686,10.25144872,10.74089326,11.08325382,11.30378885,11.45487525,11.55331941,11.59503307,11.60023903,11.61101626,11.64576537,11.6826404,11.69907418,11.70664871,11.73139217,11.7739286,11.81031851,11.82899962,11.84426856,11.86948099,11.89899215,11.92625304,11.96043018,12.00844491,12.05234865,12.07024374,12.07618396,12.10866027,12.17274612,12.22157133,12.21801599,12.19196363,12.20176914,12.24904134,12.2724369,12.23944485,12.20212959,12.22809428,12.30088747,12.33457978,12.291774,12.23752451,12.25030401,12.31816969,12.36269695,12.35121482,12.33695831,12.37441819,12.44057579,12.4726396,12.45505762,12.43161151,12.43669789,12.45320227,12.45272398,12.44429662,12.45449123,12.47915285,12.49068461,12.4841866,12.48534261,12.50702605,12.52204882,12.49930815,12.44669748,12.39645084,12.36307749,12.34100977,12.33727361,12.36987805,12.42267845,12.43430494,12.36560272,12.2634909,12.21747921,12.25592068,12.31198368,12.29357948,12.17085202,11.9847411,11.80210136,11.69779568,11.74283695,11.94917785,12.21949422,12.40385328,12.44605088,12.44774123,12.55006107,12.76724127,12.98469639,13.11278974,13.18136296,13.2603573,13.33874829,13.34435133,13.2758439,13.2444725,13.33751853,13.49322406,13.56349921,13.4868042,13.37762314,13.40565543,13.60117023,13.82037129,13.88468175,13.768061,13.63638658,13.6744035,13.89358732
0.54,9.656021396,9.517684391,9.443759233,9.449087855,9.474851109,9.469648717,9.461438113,9.519321541,9.658673217,9.823671709,9.970312668,10.12513218,10.32520297,10.53643447,10.6849498,10.76309736,10.84923111,11.00206285,11.18154089,11.31500361,11.41039778,11.5403151,11.71656158,11.85025938,11.8748427,11.85181276,11.8793342,11.91669721,11.79597457,11.44835079,11.05147249,10.89252745,11.08937997,11.48995591,11.86868147,12.15402076,12.41648946,12.69266525,12.90587851,12.97704333,12.93984001,12.89603528,12.89109379,12.88082471,12.8170276,12.71754765,12.63075681,12.5613881,12.46525862,12.31243079,12.12493433,11.94610009,11.79358908,11.65294249,11.50543379,11.34952091,11.19900145,11.06677835,10.94383502,10.79155023,10.57775402,10.35011365,10.26778829,10.50830467,11.09798278,11.85278595,12.51916919,12.96119481,13.20864832,13.35870052,13.46461308,13.52575103,13.54801493,13.56552817,13.599631,13.63271883,13.64248544,13.64063844,13.65687579,13.69707744,13.74173251,13.7826745,13.83416499,13.90034625,13.95639488,13.98004501,13.98580683,14.00592928,14.04347434,14.06901972,14.06737459,14.06307341,14.08785948,14.13945622,14.19097171,14.22894863,14.2577564,14.27412063,14.26688231,14.24799615,14.25439869,14.29999273,14.3456593,14.34518098,14.31225131,14.30661813,14.35091313,14.39488511,14.38153344,14.32512342,14.29100564,14.3087658,14.34368246,14.35922327,14.3706737,14.41289804,14.47725381,14.51602422,14.50548484,14.47255653,14.45313013,14.45020451,14.44850104,14.44717563,14.45031499,14.43774623,14.38123407,14.2920912,14.2233197,14.2149512,14.25145717,14.2833372,14.27960949,14.24233816,14.18496034,14.12568174,14.0929426,14.10171587,14.117855,14.07892325,13.97008621,13.84702933,13.75461447,13.65493102,13.4956314,13.34229667,13.35515054,13.59478751,13.90855027,14.07844802,14.07185742,14.06839699,14.22751245,14.5101804,14.77147251,14.961613,15.14892171,15.36436523,15.52780711,15.56217556,15.505648,15.458492,15.46273312,15.48436314,15.50846696,15.58119167,15.70557221,15.7930165,15.77907019,15.7166859,15.71524954,15.79476865,15.8720149,15.90314562,15.95386095
1.03,21.64854172,21.414685,21.42209815,21.63590279,21.84949877,21.94335675,22.03805037,22.31529497,22.76441884,23.21284836,23.58834508,24.00940908,24.54627531,25.03381873,25.25993309,25.28535053,25.40728404,25.77653731,26.19988372,26.41807327,26.47134412,26.62044573,26.94516689,27.22171532,27.270995,27.24273292,27.35897755,27.46744874,27.12151549,26.1825275,25.14049311,24.69360124,25.05309856,25.79296285,26.41782465,26.87993045,27.42806595,28.10791614,28.62696615,28.74141709,28.57202869,28.42882301,28.43941357,28.47040688,28.38294794,28.22220681,28.10963199,28.04987183,27.93724765,27.72248734,27.47676158,27.27912611,27.11230646,26.90724525,26.64971646,26.39475549,26.18996872,26.02232921,25.83759584,25.58661441,25.26592687,24.96001983,24.84790493,25.09869173,25.70020327,26.42268104,27.0028996,27.34700087,27.53627778,27.66897273,27.7494984,27.74763502,27.70227623,27.69756591,27.75036929,27.78848669,27.75983433,27.70713852,27.7007392,27.73822357,27.76194342,27.75771127,27.77386419,27.83308521,27.88222643,27.86784458,27.82199495,27.82153098,27.87757368,27.92112522,27.90573863,27.86998864,27.87356869,27.9111334,27.93156307,27.91875686,27.90025856,27.88546224,27.85211458,27.80738813,27.80661112,27.87416861,27.94286362,27.92793451,27.84955058,27.81542219,27.87513492,27.95297128,27.95679803,27.90654372,27.89407095,27.93999058,27.964844,27.91285553,27.83927918,27.83188406,27.88806889,27.92956678,27.91878006,27.89741136,27.90357465,27.91152042,27.88889822,27.86732527,27.90276661,27.98062287,28.01916196,27.97618341,27.89929171,27.8533499,27.84149461,27.83185358,27.82961965,27.86999952,27.94468833,27.98858265,27.9604314,27.89361004,27.84503859,27.82544308,27.80161225,27.73722092,27.5954626,27.34393697,27.02531638,26.79984007,26.82752816,27.06583504,27.25702873,27.21373097,27.07193572,27.14908597,27.55162452,28.02933099,28.27437594,28.27418054,28.27081977,28.41210943,28.57538205,28.57202756,28.41949042,28.3306795,28.45645989,28.72722253,28.96235399,29.0467934,28.99792423,28.92854093,28.95263843,29.08624523,29.20529637,29.15642589,28.96468555,28.84555957,28.95645725
0.24,48.61875837,47.76769296,47.48934071,47.64897527,47.80220596,47.69980679,47.59086655,47.86234344,48.51837872,49.22799268,49.86005033,50.689173,51.90454476,53.16620863,53.93003047,54.14411767,54.31549102,54.83009488,55.50383196,55.99081625,56.39820158,57.13088739,58.18427598,59.01004527,59.2694045,59.35904433,59.78265786,60.17078847,59.48475215,57.3754359,54.93548987,53.81431319,54.65271453,56.61395611,58.51871221,60.02939721,61.49288125,62.9978509,64.0697175,64.34716643,64.12869135,64.00984765,64.19434018,64.39803729,64.36461581,64.19685601,64.11113826,64.08317581,63.90854053,63.5230249,63.07200471,62.67070828,62.25553959,61.72575755,61.11763464,60.54853167,60.0536198,59.56534885,59.01972669,58.40758597,57.77328452,57.30048575,57.39691147,58.48461951,60.53534791,62.91566161,64.85566595,66.03786527,66.67764674,67.10465869,67.39806254,67.48483197,67.4352512,67.46002944,67.62855781,67.77005569,67.73535849,67.62468809,67.6459354,67.82438013,67.99065034,68.04471198,68.08446768,68.22540238,68.4135612,68.51952557,68.54279487,68.59836772,68.72455795,68.83315165,68.87571492,68.93390512,69.07410106,69.20613875,69.20329625,69.1103183,69.09543529,69.20081195,69.2745021,69.20803874,69.11436738,69.16048544,69.30433268,69.34450445,69.22553453,69.1291429,69.20612993,69.35225016,69.36375916,69.2386772,69.16626955,69.23270632,69.30011657,69.23283191,69.11311015,69.11262513,69.22187683,69.2575901,69.12800033,68.95398787,68.88136618,68.88331387,68.84449334,68.7589619,68.71978848,68.73632784,68.69635272,68.54542098,68.3856294,68.32418607,68.30352507,68.19497956,68.02106604,67.95216883,68.06438128,68.20560889,68.17752359,67.97568172,67.7605589,67.63194592,67.50281962,67.17617537,66.48553941,65.41609604,64.224816,63.43398386,63.51419255,64.42378022,65.53673335,66.20376469,66.38985702,66.6246862,67.31972938,68.29740322,69.07320958,69.4360595,69.58388983,69.76417207,69.98659626,70.13547335,70.18409943,70.17585229,70.10647744,69.9739552,69.88907618,69.98867971,70.23642966,70.45309197,70.57886076,70.732999,70.93585872,70.97358274,70.72717881,70.46145141,70.53715246
